album_name,ep,album_release,track_number,track_name,artist,track_release,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyrics
Red (Taylor's Version),False,2021-11-12,22.0,Better Man (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.473,0.579,4.0,-5.824,1.0,0.0384,0.214,0.0,0.0877,0.255,73.942,4.0,297013.0,False,E,major,E major,
Red (Taylor's Version),False,2021-11-12,23.0,Nothing New (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,4.0,258813.0,False,C,major,C major,
Red (Taylor's Version),False,2021-11-12,24.0,Babe (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.584,0.743,4.0,-7.075,1.0,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,4.0,224240.0,False,E,major,E major,
Red (Taylor's Version),False,2021-11-12,25.0,Message In A Bottle (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.622,0.791,7.0,-6.106,1.0,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,4.0,225960.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,26.0,I Bet You Think About Me (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.391,0.715,0.0,-4.516,1.0,0.0495,0.167,0.0,0.183,0.473,149.654,3.0,285107.0,True,C,major,C major,
Red (Taylor's Version),False,2021-11-12,27.0,Forever Winter (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.611,0.552,7.0,-5.828,1.0,0.031,0.256,0.0,0.134,0.41,116.012,4.0,263533.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,28.0,Run (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.61,0.488,3.0,-6.918,1.0,0.0293,0.817,0.0,0.312,0.443,125.039,4.0,240227.0,False,D#,major,D# major,
Red (Taylor's Version),False,2021-11-12,29.0,The Very First Night (Taylor's Version) [From The Vault],Taylor Swift,2021-11-12,0.678,0.733,7.0,-5.025,1.0,0.0281,0.00115,0.0,0.104,0.581,121.009,4.0,200280.0,False,G,major,G major,
Red (Taylor's Version),False,2021-11-12,30.0,All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,2021-11-12,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,4.0,613027.0,True,C,major,C major,
1989,False,2014-10-27,1.0,Welcome To New York,Taylor Swift,2014-10-20,0.789,0.634,7.0,-4.762,1.0,0.0323,0.0348,1.64e-06,0.302,0.658,116.992,4.0,212600.0,False,G,major,G major,
1989,False,2014-10-27,2.0,Blank Space,Taylor Swift,2014-10-27,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,4.0,231827.0,False,F,major,F major,
1989,False,2014-10-27,3.0,Style,Taylor Swift,2014-10-27,0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,4.0,231000.0,False,G,major,G major,
1989,False,2014-10-27,4.0,Out Of The Woods,Taylor Swift,2014-10-14,0.553,0.841,7.0,-6.937,1.0,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,4.0,235800.0,False,G,major,G major,
1989,False,2014-10-27,5.0,All You Had To Do Was Stay,Taylor Swift,2014-10-27,0.605,0.725,5.0,-5.729,1.0,0.0323,0.00201,2.02e-05,0.101,0.539,96.97,4.0,193293.0,False,F,major,F major,
1989,False,2014-10-27,6.0,Shake It Off,Taylor Swift,2014-08-18,0.647,0.8,7.0,-5.384,1.0,0.165,0.0647,0.0,0.334,0.942,160.078,4.0,219200.0,False,G,major,G major,
1989,False,2014-10-27,7.0,I Wish You Would,Taylor Swift,2014-10-27,0.653,0.893,0.0,-5.966,1.0,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,4.0,207440.0,False,C,major,C major,
1989,False,2014-10-27,8.0,Bad Blood,Taylor Swift,2014-10-27,0.646,0.794,7.0,-6.104,1.0,0.19,0.0885,6.16e-06,0.201,0.287,170.216,4.0,211933.0,False,G,major,G major,
1989,False,2014-10-27,9.0,Wildest Dreams,Taylor Swift,2014-10-27,0.55,0.688,8.0,-7.416,1.0,0.0897,0.0692,0.00144,0.106,0.465,139.997,4.0,220440.0,False,G#,major,G# major,
1989,False,2014-10-27,10.0,How You Get The Girl,Taylor Swift,2014-10-27,0.765,0.656,5.0,-6.112,1.0,0.0504,0.00364,0.00868,0.0918,0.545,119.997,4.0,247533.0,False,F,major,F major,
1989,False,2014-10-27,11.0,This Love,Taylor Swift,2014-10-27,0.481,0.435,4.0,-8.795,1.0,0.0321,0.678,0.0,0.0928,0.107,143.95,4.0,250093.0,False,E,major,E major,
1989,False,2014-10-27,12.0,I Know Places,Taylor Swift,2014-10-27,0.602,0.755,0.0,-4.991,1.0,0.071,0.245,0.0,0.178,0.495,159.965,4.0,195707.0,False,C,major,C major,
1989,False,2014-10-27,13.0,Clean,Taylor Swift,2014-10-27,0.815,0.377,4.0,-7.754,1.0,0.0346,0.232,0.0,0.1,0.211,103.97,4.0,271000.0,False,E,major,E major,
1989,False,2014-10-27,14.0,Wonderland,Taylor Swift,2014-10-27,0.422,0.692,3.0,-5.447,1.0,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,4.0,245560.0,False,D#,major,D# major,
1989,False,2014-10-27,15.0,You Are In Love,Taylor Swift,2014-10-27,0.474,0.48,2.0,-8.894,1.0,0.0622,0.707,0.000108,0.0903,0.319,170.109,4.0,267107.0,False,D,major,D major,
1989,False,2014-10-27,16.0,New Romantics,Taylor Swift,2014-10-27,0.633,0.889,5.0,-5.87,1.0,0.0715,0.00463,0.000458,0.0658,0.584,121.956,4.0,230467.0,False,F,major,F major,
reputation,False,2017-11-10,1.0,...Ready For It?,Taylor Swift,2017-10-24,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,4.0,208187.0,False,D,major,D major,
reputation,False,2017-11-10,2.0,End Game,Taylor Swift,2017-11-10,0.649,0.589,2.0,-6.237,1.0,0.0558,0.00845,0.0,0.108,0.151,159.073,4.0,244827.0,False,D,major,D major,
reputation,False,2017-11-10,3.0,I Did Something Bad,Taylor Swift,2017-11-10,0.696,0.602,0.0,-6.156,0.0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,4.0,238253.0,False,C,minor,C minor,
reputation,False,2017-11-10,4.0,Don't Blame Me,Taylor Swift,2017-11-10,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4.0,236413.0,False,A,minor,A minor,
reputation,False,2017-11-10,5.0,Delicate,Taylor Swift,2017-11-10,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4.0,232253.0,False,A,minor,A minor,
reputation,False,2017-11-10,6.0,Look What You Made Me Do,Taylor Swift,2017-08-24,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,4.0,211853.0,False,A,minor,A minor,
reputation,False,2017-11-10,7.0,So It Goes...,Taylor Swift,2017-11-10,0.574,0.61,2.0,-7.283,1.0,0.0732,0.122,1.1e-06,0.13,0.374,74.957,4.0,227907.0,False,D,major,D major,
reputation,False,2017-11-10,8.0,Gorgeous,Taylor Swift,2017-10-20,0.8,0.535,7.0,-6.684,1.0,0.135,0.0713,9.48e-06,0.213,0.451,92.027,4.0,209680.0,False,G,major,G major,
reputation,False,2017-11-10,9.0,Getaway Car,Taylor Swift,2017-11-10,0.562,0.689,2.0,-6.745,1.0,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,4.0,233627.0,False,D,major,D major,
reputation,False,2017-11-10,10.0,King Of My Heart,Taylor Swift,2017-11-10,0.675,0.703,0.0,-7.902,1.0,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,4.0,214320.0,False,C,major,C major,
reputation,False,2017-11-10,11.0,Dancing With Our Hands Tied,Taylor Swift,2017-11-10,0.624,0.691,0.0,-6.686,0.0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,4.0,211507.0,False,C,minor,C minor,
reputation,False,2017-11-10,12.0,Dress,Taylor Swift,2017-11-10,0.719,0.469,0.0,-8.792,1.0,0.0533,0.0329,0.0,0.169,0.0851,120.085,4.0,230373.0,False,C,major,C major,
reputation,False,2017-11-10,13.0,This Is Why We Can't Have Nice Things,Taylor Swift,2017-11-10,0.567,0.789,5.0,-5.986,1.0,0.115,0.0156,0.0,0.382,0.438,163.96,4.0,207133.0,False,F,major,F major,
reputation,False,2017-11-10,14.0,Call It What You Want,Taylor Swift,2017-11-03,0.598,0.504,9.0,-9.874,1.0,0.0731,0.186,0.000221,0.34,0.252,163.954,4.0,203507.0,False,A,major,A major,
reputation,False,2017-11-10,15.0,New Year's Day,Taylor Swift,2017-11-10,0.661,0.151,0.0,-12.864,1.0,0.0354,0.921,0.0,0.13,0.23,94.922,4.0,235467.0,False,C,major,C major,
Lover,False,2019-08-23,1.0,I Forgot That You Existed,Taylor Swift,2019-08-23,0.664,0.316,5.0,-10.345,1.0,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4.0,170640.0,False,F,major,F major,
Lover,False,2019-08-23,2.0,Cruel Summer,Taylor Swift,2019-08-23,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,4.0,178427.0,False,A,major,A major,
Lover,False,2019-08-23,3.0,Lover,Taylor Swift,2019-08-16,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4.0,221307.0,False,G,major,G major,
Lover,False,2019-08-23,4.0,The Man,Taylor Swift,2019-08-23,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,4.0,190360.0,False,C,major,C major,
Lover,False,2019-08-23,5.0,The Archer,Taylor Swift,2019-07-23,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,4.0,211240.0,False,C,major,C major,
Lover,False,2019-08-23,6.0,I Think He Knows,Taylor Swift,2019-08-23,0.897,0.366,0.0,-8.029,1.0,0.0569,0.00889,0.000353,0.0715,0.416,100.003,4.0,173387.0,False,C,major,C major,
Lover,False,2019-08-23,7.0,Miss Americana & The Heartbreak Prince,Taylor Swift,2019-08-23,0.662,0.747,11.0,-6.926,0.0,0.0736,0.028,0.00615,0.138,0.487,150.088,4.0,234147.0,False,B,minor,B minor,
Lover,False,2019-08-23,8.0,Paper Rings,Taylor Swift,2019-08-23,0.811,0.719,9.0,-6.553,1.0,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4.0,222400.0,False,A,major,A major,
Lover,False,2019-08-23,9.0,Cornelia Street,Taylor Swift,2019-08-23,0.824,0.624,0.0,-9.728,1.0,0.0827,0.781,0.000189,0.1,0.248,102.012,4.0,287267.0,False,C,major,C major,
Lover,False,2019-08-23,10.0,Death By A Thousand Cuts,Taylor Swift,2019-08-23,0.712,0.732,4.0,-6.754,1.0,0.0629,0.454,0.0,0.319,0.313,94.071,4.0,198533.0,False,E,major,E major,
Lover,False,2019-08-23,11.0,London Boy,Taylor Swift,2019-08-23,0.695,0.71,1.0,-6.639,1.0,0.05,0.0246,0.000104,0.133,0.557,157.925,4.0,190240.0,False,C#,major,C# major,
Lover,False,2019-08-23,12.0,Soon You'll Get Better,Taylor Swift,2019-08-23,0.433,0.182,0.0,-12.566,1.0,0.0641,0.907,0.0,0.123,0.421,207.476,4.0,201587.0,False,C,major,C major,
Lover,False,2019-08-23,13.0,False God,Taylor Swift,2019-08-23,0.739,0.32,11.0,-10.862,0.0,0.239,0.736,0.000147,0.111,0.351,79.97,4.0,200307.0,False,B,minor,B minor,
Lover,False,2019-08-23,14.0,You Need To Calm Down,Taylor Swift,2019-06-14,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,4.0,171360.0,False,D,major,D major,
Lover,False,2019-08-23,15.0,Afterglow,Taylor Swift,2019-08-23,0.756,0.449,9.0,-8.746,1.0,0.0344,0.13,0.0,0.114,0.399,111.011,4.0,223293.0,False,A,major,A major,
Lover,False,2019-08-23,16.0,ME!,Taylor Swift,2019-04-26,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,4.0,193000.0,False,C,major,C major,
Lover,False,2019-08-23,17.0,It's Nice To Have A Friend,Taylor Swift,2019-08-23,0.737,0.175,10.0,-9.912,1.0,0.0401,0.971,0.000337,0.171,0.545,70.008,4.0,150440.0,False,A#,major,A# major,
Lover,False,2019-08-23,18.0,Daylight,Taylor Swift,2019-08-23,0.557,0.496,0.0,-9.602,1.0,0.0563,0.808,0.000173,0.0772,0.265,149.983,4.0,293453.0,False,C,major,C major,
folklore,False,2020-07-24,1.0,the 1,Taylor Swift,2020-07-24,0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,4.0,210240.0,True,C,major,C major,
folklore,False,2020-07-24,2.0,cardigan,Taylor Swift,2020-07-24,0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,4.0,239560.0,False,C,minor,C minor,
folklore,False,2020-07-24,3.0,the last great american dynasty,Taylor Swift,2020-07-24,0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,4.0,231000.0,True,G,major,G major,
folklore,False,2020-07-24,4.0,exile,Taylor Swift,2020-07-24,0.31,0.374,6.0,-8.464,1.0,0.0275,0.761,2.46e-05,0.11,0.16,75.938,4.0,285640.0,False,F#,major,F# major,
folklore,False,2020-07-24,5.0,my tears ricochet,Taylor Swift,2020-07-24,0.456,0.265,0.0,-10.663,1.0,0.0328,0.814,0.0,0.0679,0.112,129.947,4.0,255893.0,False,C,major,C major,
folklore,False,2020-07-24,6.0,mirrorball,Taylor Swift,2020-07-24,0.549,0.417,7.0,-10.064,1.0,0.035,0.686,1.9e-06,0.0604,0.347,110.137,4.0,208973.0,False,G,major,G major,
folklore,False,2020-07-24,7.0,seven,Taylor Swift,2020-07-24,0.602,0.494,4.0,-10.813,1.0,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,4.0,208907.0,False,E,major,E major,
folklore,False,2020-07-24,8.0,august,Taylor Swift,2020-07-24,0.387,0.634,5.0,-9.222,1.0,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,4.0,261920.0,False,F,major,F major,
folklore,False,2020-07-24,9.0,this is me trying,Taylor Swift,2020-07-24,0.511,0.478,9.0,-9.837,1.0,0.0322,0.312,2.3e-05,0.147,0.408,135.882,4.0,195107.0,False,A,major,A major,
folklore,False,2020-07-24,10.0,illicit affairs,Taylor Swift,2020-07-24,0.529,0.304,10.0,-10.567,1.0,0.0356,0.862,0.0,0.108,0.44,119.58,4.0,190893.0,False,A#,major,A# major,
folklore,False,2020-07-24,11.0,invisible string,Taylor Swift,2020-07-24,0.651,0.459,4.0,-11.128,0.0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,4.0,252880.0,False,E,minor,E minor,
folklore,False,2020-07-24,12.0,mad woman,Taylor Swift,2020-07-24,0.593,0.7,3.0,-9.016,1.0,0.0492,0.67,6.77e-06,0.116,0.451,141.898,4.0,237267.0,True,D#,major,D# major,
folklore,False,2020-07-24,13.0,epiphany,Taylor Swift,2020-07-24,0.317,0.254,1.0,-13.679,1.0,0.0286,0.727,0.000326,0.0867,0.103,93.933,4.0,289747.0,False,C#,major,C# major,
folklore,False,2020-07-24,14.0,betty,Taylor Swift,2020-07-24,0.595,0.376,0.0,-8.767,1.0,0.0256,0.589,0.0,0.0989,0.476,95.946,4.0,294520.0,True,C,major,C major,
folklore,False,2020-07-24,15.0,peace,Taylor Swift,2020-07-24,0.644,0.284,5.0,-12.879,1.0,0.0821,0.916,1.5e-05,0.0909,0.328,150.072,4.0,234000.0,True,F,major,F major,
folklore,False,2020-07-24,16.0,hoax,Taylor Swift,2020-07-24,0.676,0.178,8.0,-15.01,1.0,0.0394,0.964,7.9e-06,0.135,0.404,118.84,4.0,220040.0,False,G#,major,G# major,
folklore,False,2020-07-24,17.0,the lakes,Taylor Swift,2020-07-24,0.313,0.258,2.0,-11.532,1.0,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,4.0,211813.0,False,D,major,D major,
evermore,False,2020-12-11,1.0,willow,Taylor Swift,2020-12-11,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,4.0,214707.0,False,G,major,G major,
evermore,False,2020-12-11,2.0,champagne problems,Taylor Swift,2020-12-11,0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,4.0,244000.0,True,C,major,C major,
evermore,False,2020-12-11,3.0,gold rush,Taylor Swift,2020-12-11,0.512,0.462,9.0,-10.491,1.0,0.0408,0.83,0.166,0.121,0.353,112.05,4.0,185320.0,True,A,major,A major,
evermore,False,2020-12-11,4.0,'tis the damn season,Taylor Swift,2020-12-11,0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,4.0,229840.0,False,F,major,F major,
evermore,False,2020-12-11,5.0,tolerate it,Taylor Swift,2020-12-11,0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,5.0,245440.0,True,A,major,A major,
evermore,False,2020-12-11,6.0,"no body, no crime",Taylor Swift,2020-12-11,0.546,0.613,7.0,-7.589,0.0,0.0264,0.418,0.0,0.103,0.535,79.015,4.0,215627.0,False,G,minor,G minor,
evermore,False,2020-12-11,7.0,happiness,Taylor Swift,2020-12-11,0.559,0.334,11.0,-10.733,1.0,0.0376,0.87,0.0,0.114,0.211,122.079,4.0,315147.0,True,B,major,B major,
evermore,False,2020-12-11,8.0,dorothea,Taylor Swift,2020-12-11,0.605,0.488,4.0,-8.322,1.0,0.0264,0.696,0.0,0.129,0.354,119.966,4.0,225880.0,False,E,major,E major,
evermore,False,2020-12-11,9.0,coney island,Taylor Swift,2020-12-11,0.537,0.537,8.0,-11.266,1.0,0.0617,0.819,0.000904,0.142,0.292,107.895,4.0,275320.0,False,G#,major,G# major,
evermore,False,2020-12-11,10.0,ivy,Taylor Swift,2020-12-11,0.515,0.545,2.0,-9.277,1.0,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,4.0,260440.0,True,D,major,D major,
evermore,False,2020-12-11,11.0,cowboy like me,Taylor Swift,2020-12-11,0.604,0.517,0.0,-9.014,1.0,0.0347,0.768,0.000155,0.123,0.511,127.967,4.0,275040.0,True,C,major,C major,
evermore,False,2020-12-11,12.0,long story short,Taylor Swift,2020-12-11,0.546,0.73,0.0,-7.704,1.0,0.0417,0.66,0.179,0.0972,0.573,157.895,4.0,215920.0,False,C,major,C major,
evermore,False,2020-12-11,13.0,marjorie,Taylor Swift,2020-12-11,0.535,0.561,5.0,-11.609,1.0,0.0484,0.876,0.000136,0.115,0.287,96.103,4.0,257773.0,False,F,major,F major,
evermore,False,2020-12-11,14.0,closure,Taylor Swift,2020-12-11,0.689,0.704,9.0,-10.813,1.0,0.245,0.835,4.83e-06,0.134,0.92,151.884,5.0,180653.0,False,A,major,A major,
evermore,False,2020-12-11,15.0,evermore,Taylor Swift,2020-12-11,0.39,0.27,1.0,-10.673,1.0,0.0308,0.937,0.00227,0.111,0.32,125.177,5.0,304107.0,False,C#,major,C# major,
evermore,False,2020-12-11,16.0,right where you left me,Taylor Swift,2020-12-11,0.581,0.619,10.0,-6.524,1.0,0.0282,0.769,0.000106,0.117,0.645,137.915,4.0,245027.0,False,A#,major,A# major,
evermore,False,2020-12-11,17.0,it's time to go,Taylor Swift,2020-12-11,0.592,0.41,0.0,-12.426,1.0,0.0397,0.801,1.39e-05,0.09,0.416,151.923,4.0,254640.0,False,C,major,C major,
Midnights,False,2022-10-21,1.0,Lavender Haze,Taylor Swift,2022-10-21,0.735,0.444,10.0,-10.519,1.0,0.0684,0.204,0.0012,0.17,0.0984,97.038,4.0,202396.0,True,A#,major,A# major,
Midnights,False,2022-10-21,2.0,Maroon,Taylor Swift,2022-10-21,0.658,0.378,7.0,-8.3,1.0,0.0379,0.0593,0.0,0.0976,0.0382,108.034,4.0,218271.0,True,G,major,G major,
Midnights,False,2022-10-21,3.0,Anti-Hero,Taylor Swift,2022-10-21,0.638,0.634,4.0,-6.582,1.0,0.0457,0.133,1.23e-06,0.152,0.519,96.953,4.0,200690.0,False,E,major,E major,
Midnights,False,2022-10-21,4.0,Snow On The Beach,Taylor Swift,2022-10-21,0.659,0.323,9.0,-13.425,1.0,0.0436,0.735,0.00321,0.116,0.154,110.007,4.0,256124.0,True,A,major,A major,
Midnights,False,2022-10-21,5.0,"You're On Your Own, Kid",Taylor Swift,2022-10-21,0.694,0.38,2.0,-10.307,1.0,0.0614,0.416,8.47e-06,0.126,0.376,120.044,4.0,194207.0,False,D,major,D major,
Midnights,False,2022-10-21,6.0,Midnight Rain,Taylor Swift,2022-10-21,0.636,0.377,0.0,-11.721,1.0,0.0708,0.71,6.51e-05,0.115,0.23,139.966,4.0,174783.0,False,C,major,C major,
Midnights,False,2022-10-21,7.0,Question...?,Taylor Swift,2022-10-21,0.751,0.502,7.0,-8.777,1.0,0.162,0.226,0.0,0.297,0.112,108.989,4.0,210557.0,True,G,major,G major,
Midnights,False,2022-10-21,8.0,Vigilante Shit,Taylor Swift,2022-10-21,0.87,0.279,4.0,-11.134,0.0,0.364,0.16,1.74e-05,0.121,0.16,79.996,4.0,164801.0,True,E,minor,E minor,
Midnights,False,2022-10-21,9.0,Bejeweled,Taylor Swift,2022-10-21,0.7,0.55,7.0,-9.13,1.0,0.0653,0.0661,0.000102,0.091,0.412,164.003,4.0,194166.0,False,G,major,G major,
Midnights,False,2022-10-21,10.0,Labyrinth,Taylor Swift,2022-10-21,0.487,0.313,0.0,-15.434,1.0,0.0487,0.791,0.348,0.124,0.141,110.039,4.0,247962.0,False,C,major,C major,
Midnights,False,2022-10-21,11.0,Karma,Taylor Swift,2022-10-21,0.649,0.622,8.0,-7.054,1.0,0.0582,0.074,0.0,0.594,0.106,90.024,4.0,204852.0,True,G#,major,G# major,
Midnights,False,2022-10-21,12.0,Sweet Nothing,Taylor Swift,2022-10-21,0.334,0.161,0.0,-14.875,1.0,0.0506,0.967,4.71e-05,0.115,0.396,176.747,4.0,188497.0,False,C,major,C major,
Midnights,False,2022-10-21,13.0,Mastermind,Taylor Swift,2022-10-21,0.661,0.352,4.0,-14.077,1.0,0.117,0.571,0.00147,0.0884,0.13,125.934,4.0,191039.0,False,E,major,E major,
Midnights,False,2022-10-21,14.0,The Great War,Taylor Swift,2022-10-21,0.573,0.741,5.0,-8.987,1.0,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,4.0,240356.0,False,F,major,F major,
Midnights,False,2022-10-21,15.0,Bigger Than The Whole Sky,Taylor Swift,2022-10-21,0.422,0.235,6.0,-12.379,1.0,0.0568,0.826,0.00648,0.115,0.068,165.71,4.0,218503.0,False,F#,major,F# major,
Midnights,False,2022-10-21,16.0,Paris,Taylor Swift,2022-10-21,0.7,0.509,7.0,-10.547,1.0,0.0789,0.112,3.27e-05,0.137,0.345,110.947,4.0,196259.0,False,G,major,G major,
Midnights,False,2022-10-21,17.0,High Infidelity,Taylor Swift,2022-10-21,0.646,0.529,10.0,-10.179,1.0,0.0864,0.723,0.0,0.0885,0.755,87.862,4.0,231475.0,False,A#,major,A# major,
Midnights,False,2022-10-21,18.0,Glitch,Taylor Swift,2022-10-21,0.675,0.466,11.0,-9.738,0.0,0.201,0.361,0.0,0.11,0.347,140.864,4.0,148781.0,False,B,minor,B minor,
Midnights,False,2022-10-21,19.0,"Would've, Could've, Should've",Taylor Swift,2022-10-21,0.483,0.84,7.0,-6.508,1.0,0.119,0.43,0.000575,0.146,0.55,157.979,4.0,260362.0,False,G,major,G major,
Midnights,False,2022-10-21,20.0,Dear Reader,Taylor Swift,2022-10-21,0.562,0.388,0.0,-12.088,1.0,0.0705,0.481,0.00145,0.117,0.159,107.747,4.0,225194.0,False,C,major,C major,
Midnights,False,2022-10-21,14.0,Hits Different,Taylor Swift,2022-10-21,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.053517226890756296,0.2987187478991597,0.003325380168067227,0.1408903361344538,0.40783949579831935,124.03876470588236,3.9747899159663866,237852.59243697478,,,,,
Midnights,False,2022-10-21,15.0,"You're On Your Own, Kid (Strings Remix)",Taylor Swift,2022-10-21,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.053517226890756296,0.2987187478991597,0.003325380168067227,0.1408903361344538,0.40783949579831935,124.03876470588236,3.9747899159663866,237852.59243697478,,,,,
Midnights,False,2022-10-21,16.0,Sweet Nothing (Piano Remix),Taylor Swift,2022-10-21,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.053517226890756296,0.2987187478991597,0.003325380168067227,0.1408903361344538,0.40783949579831935,124.03876470588236,3.9747899159663866,237852.59243697478,,,,,
The Taylor Swift Holiday Collection,True,2007-10-14,1.0,Last Christmas,Taylor Swift,2007-10-14,0.702,0.77,5.0,-5.319,1.0,0.0372,0.31,0.0,0.149,0.685,116.009,4.0,208253.0,False,F,major,F major,
The Taylor Swift Holiday Collection,True,2007-10-14,2.0,Christmases When You Were Mine,Taylor Swift,2007-10-14,0.625,0.206,7.0,-12.568,1.0,0.0285,0.646,0.0,0.0915,0.392,79.466,4.0,184253.0,False,G,major,G major,
The Taylor Swift Holiday Collection,True,2007-10-14,3.0,Santa Baby,Taylor Swift,2007-10-14,0.759,0.509,5.0,-6.593,1.0,0.0271,0.159,0.0,0.153,0.75,107.948,4.0,158600.0,False,F,major,F major,
The Taylor Swift Holiday Collection,True,2007-10-14,4.0,Silent Night,Taylor Swift,2007-10-14,0.423,0.311,7.0,-7.581,1.0,0.0319,0.621,0.0,0.0987,0.134,119.546,3.0,209893.0,False,G,major,G major,
The Taylor Swift Holiday Collection,True,2007-10-14,5.0,Christmas Must Be Something More,Taylor Swift,2007-10-14,0.689,0.793,7.0,-4.838,1.0,0.0356,0.298,0.0,0.107,0.506,122.879,4.0,232147.0,False,G,major,G major,
The Taylor Swift Holiday Collection,True,2007-10-14,6.0,White Christmas,Taylor Swift,2007-10-14,0.562,0.392,9.0,-9.014,1.0,0.0287,0.587,0.0,0.224,0.514,145.792,4.0,154000.0,False,A,major,A major,
Beautiful Eyes,True,2008-07-15,1.0,Beautiful Eyes,Taylor Swift,2008-07-15,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.053517226890756296,0.2987187478991597,0.003325380168067227,0.1408903361344538,0.40783949579831935,124.03876470588236,3.9747899159663866,237852.59243697478,,,,,
Beautiful Eyes,True,2008-07-15,2.0,Should've Said No (Alternate Version),Taylor Swift,2008-07-15,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.053517226890756296,0.2987187478991597,0.003325380168067227,0.1408903361344538,0.40783949579831935,124.03876470588236,3.9747899159663866,237852.59243697478,,,,,
Beautiful Eyes,True,2008-07-15,3.0,Teardrops On My Guitar (Acoustic Version),Taylor Swift,2008-07-15,0.5890084033613445,0.5770840336134454,4.676470588235294,-7.364197478991597,0.9159663865546218,0.053517226890756296,0.2987187478991597,0.003325380168067227,0.1408903361344538,0.40783949579831935,124.03876470588236,3.9747899159663866,237852.59243697478,,,,,
