,album,song_title,lyric
156,Taylor Swift  by Concert Genius,Clean/Long Live/New Year Day ,"[Verse 1: Clean] The drought was the very worst Oh-oh, oh-oh When the flowers that we'd grown together died of thirst It was months and months of back and forth Oh-oh, oh-oh [Pre-Chorus: Clean] Hung my head as I lost the war And the sky turned black like a perfect storm [Chorus: Clean] Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean I think I am finally clean [Verse 1: Long Live] I said remember this moment, in the back of my mind The time we stood with our shaking hands The crowds in the stands went wild We were the Kings and the Queens And they read off our names The night you danced like you knew our lives Would never be the same You held your head like a hero On a history book page It was the end of a decade But the start of an age [Chorus: Long Live] Long live the walls we crashed through All the kingdom lights shined just for me and you I was screaming long live all the magic we made And bring on all the pretenders One day, we will be remembered Long live all the mountains we moved I had the time of my life fighting dragons with you I was screaming long live that look on your face And bring on all the pretenders One day, we will be remembered [Bridge: Long Live] Hold on to spinning around Confetti falls to the ground May these memories break our fall [Transition: New Year's Day] And hold on... To spinning around... Confetti... Falls to the ground... [Verse 1: New Year's Day] There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me from the night before, but [Chorus: New Year's Day] Don't read the last page But I stay when you're lost, and I'm scared And you're turning away I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Verse 2: New Year's Day] You squeeze my hand three times in the back of the taxi I can tell that it's gonna be a long road I'll be there if you're the toast of the town, babe Or if you strike out and you're crawling home [Chorus: New Year's Day] Don't read the last page But I stay when it's hard, or it's wrong Or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Post-Chorus: New Year's Day] Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you [Bridge: New Year's Day] Please don't ever become a stranger Whose laugh I could recognize anywhere Please don't ever become a stranger Whose laugh I could recognize anywhere [Verse 3: New Year's Day] There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me from the night before, but [Chorus: New Year's Day] Don't read the last page But I stay when it's hard, or it's wrong Or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Post-Chorus: New Year's Day] Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you [Transition: Long Live] And Long live (Please don't ever become a stranger) The walls we crashed through (Whose laugh I could recognize anywhere) I had the time of my life (Please don't ever become a stranger) With you (Whose laugh I could recognize anywhere) [Outro: Long Live] And Long live The walls we crashed through I had the time of my life With you"
157,Taylor Swift  by Concert Genius,Delicate Speeches ,"North America Leg One5/8/2018 - Glendale, AZ 5/11/2018 - Santa Clara, CA 5/12/2018 - Santa Clara, CA 5/18/2018 - Pasadena, CA 5/19/2018 - Pasadena, CA 5/22/2018 - Seattle, WA 5/25/2018 - Denver, CO 6/1/2018 - Chicago, IL 6/2/2018 - Chicago, IL Europe6/8/2018 - Manchester, England 6/9/2018 - Manchester, England 6/15/2018 - Dublin, Ireland 6/16/2018 - Dublin, Ireland 6/22/2018 - London, England 6/23/2018 - London, England North America Leg Two6/30/2018 - Louisville, KY 7/7/2018 - Columbus, OH 7/10/2018 - Landover, MD 7/11/2018 - Landover, MD 7/13/2018 - Philadelphia, PA 7/14/2018 - Philadelphia, PA 7/17/2018 - Cleveland, OH 7/20/2018 - East Rutherford, NJ 7/21/2018 - East Rutherford, NJ 7/22/2018 - East Rutherford, NJ 7/26/2018 - Foxborough, MA 7/27/2018 - Foxborough, MA 7/28/2018 - Foxborough, MA 8/3/2018 - Toronto, Canada 8/4/2018 - Toronto, Canada 8/7/2018 - Pittsburgh, PA 8/10/2018 - Atlanta, GA 8/11/2018 - Atlanta, GA 8/14/2018 - Tampa, FL 8/18/2018 - Miami Gardens, FL 8/25/2018 - Nashville, TN 8/28/2018 - Detroit, MI 8/31/2018 - Minneapolis, MN 9/1/2018 - Minneapolis, MN 9/8/2018 - Kansas City, MI 9/15/2018 - Indianapolis, IN 9/18/2018 - St. Louis, MI 9/22/2018 - New Orleans, LA 9/29/2018 - Houston, TX 10/5/2018 - Arlington, TX 10/6/2018 - Arlington, TX Oceania10/19/2018 - Perth, Australia 10/26/2018 - Melbourne, Australia 11/2/2018 - Sydney, Australia 11/6/2018 - Brisbane, Australia 11/9/2018 - Auckland, NZ Asia11/20/2018 - Tokyo, Japan 11/21/2018 - Tokyo, Japan"
158,Taylor Swift  by Concert Genius,End Game (Solo Version) ,"[Chorus] I wanna be your end game I wanna be your first string I wanna be your A-Team I wanna be your end game, end game [Post-Chorus] Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies Big reputation, big reputation Ooh, you and me would be a big conversation, ah And I heard about you, ooh You like the bad ones, too You like the bad ones, too You like the bad ones [Pre-Chorus] I don't wanna touch you, I don't wanna be Just another ex-love you don't wanna see I don't wanna miss you like the other girls do I don't wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say, yeah But I ain't tryna play [Chorus] I wanna be your end game I wanna be your first string I wanna be your A-Team I wanna be your end game, end game [Verse] I hit you like bang, we tried to forget it, but we just couldn't And I bury hatchets, but I keep maps of where I put 'em Reputation precedes me, they told you I'm crazy I swear I don't love the drama, it loves me And I can't let you go, your hand prints on my soul It's like your eyes are liquor, it's like your body is gold You've been calling my bluff on all my usual tricks So here's the truth from my red lips [Post-Chorus] Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies Big reputation, big reputation Ooh, you and me would be a big conversation, ah And I heard about you, ooh You like the bad ones, too [Chorus] I wanna be your end game I wanna be your first string I wanna be your A-Team I wanna be your end game, end game I wanna be your end game I wanna be your first string I wanna be your A-Team I wanna be your end game, end game"
159,Taylor Swift  by Concert Genius,Fearless Tour Costumes ,"""You Belong With Me"" ""Our Song"" / ""Tell Me Why"" / ""Teardrops On My Guitar"" / ""Fearless"" ""Forever And Always"" ""Hey Stephen"" / ""Fifteen"" / ""Tim McGraw"" / ""White Horse"" ""Love Story"" ""The Way I Loved You"" / ""You're Not Sorry / What Goes Around.../Comes Around"" / ""Picture To Burn"" / ""Change"" ""I'm Only Me When I'm With You"" / ""Should've Said No"""
160,Taylor Swift  by Concert Genius,Fearless Tour Setlist ,"Act 1 1. ""You Belong With Me"" 2. ""Our Song"" 3. ""Tell Me Why"" 4. ""Teardrops On My Guitar"" 5. ""Fearless"" Act 2 6. ""Forever and Always"" 7. ""Hey Stephen"" 8. ""Fifteen"" 9. ""Tim McGraw"" 10. ""White Horse"" Act 3 11. ""Love Story"" 12. ""The Way I Loved You"" Act 4 13. ""You're Not Sorry (contains elments of ""What Goes Around...Comes Around"" by Justin Timberlake) 14. ""Picture to Burn"" ENCORE: 15. ""Today Was a Fairytale"" 16. ""Should've Said No"""
161,Taylor Swift  by Concert Genius,Formula 1 2016 Setlist ,"1. ""New Romantics"" 2. ""22"" 3. ""Blank Space"" 4. ""Style"" 5. ""Fifteen"" 6. ""You Belong With Me"" 7. ""Holy Ground"" 8. ""We Are Never Ever Getting Back Together"" / ""Bad Blood 9. ""Love Story"" 10. ""This Is What You Came For"" 11. ""Sparks Fly"" 12. ""Wildest Dreams/Enchanted"" 13. ""Out Of The Woods"" 14. ""Shake It Off"""
162,Taylor Swift  by Concert Genius,I Did Something Bad (Reputation Tour Remix) ,"[Intro] I never trust a narcissist Oh but they love me... So I play 'em like a violin And I make it look oh-so-easy... 'Cause for every lie I tell them, they tell me three This is how the world works Now all he thinks about... ...me... [Pre-Chorus 1] I can feel the flames on my skin Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit, 'cause he had it coming [Chorus] They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good [Verse] I never trust a playboy, but they love me So I fly 'em all around the world And I let them think they saved me They never see it comin', what I do next This is how the world works You gotta leave before you get left [Pre-Chorus 2] I can feel the flames on my skin He says, ""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change, then he had it comin' [Chorus] They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good It just felt so good [Bridge] They're burning all the witches even if you aren't one They got their pitchforks and proof, their receipts and reasons They're burning all the witches even if you aren't one And it's just for fun They're burning all the witches even if you aren't one They got pitchforks and proof, they don't need their reasons They're burning all the witches even if you aren't one So light me up (light me up), light me up (light me up) Light me up, go ahead and light me up (light me up) Light me up (light me up), light me up (light me up) Light me up ohh Light me up (light me up), light me up (light me up) Light me up ohh Light me up (light me up), light me up (light me up) Light me up ohh Light me up, light me up, light me up Go ahead and light me up... [Chorus] They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good [Outro] Oh, they say I did something bad Why's it feel so good, good? It just felt so good, good"
163,Taylor Swift  by Concert Genius,Long Live Speeches ,"North America Leg One5/8/2018 - Glendale, AZ 5/11/2018 - Santa Clara, CA 5/12/2018 - Santa Clara, CA 5/18/2018 - Pasadena, CA 5/19/2018 - Pasadena, CA 5/22/2018 - Seattle, WA 5/25/2018 - Denver, CO 6/1/2018 - Chicago, IL 6/2/2018 - Chicago, IL Europe6/8/2018 - Manchester, England 6/9/2018 - Manchester, England 6/15/2018 - Dublin, Ireland 6/16/2018 - Dublin, Ireland 6/22/2018 - London, England 6/23/2018 - London, England North America Leg Two6/30/2018 - Louisville, KY 7/7/2018 - Columbus, OH 7/10/2018 - Landover, MD 7/11/2018 - Landover, MD 7/13/2018 - Philadelphia, PA 7/14/2018 - Philadelphia, PA 7/17/2018 - Cleveland, OH 7/20/2018 - East Rutherford, NJ 7/21/2018 - East Rutherford, NJ 7/22/2018 - East Rutherford, NJ 7/26/2018 - Foxborough, MA 7/27/2018 - Foxborough, MA 7/28/2018 - Foxborough, MA 8/3/2018 - Toronto, Canada 8/4/2018 - Toronto, Canada 8/7/2018 - Pittsburgh, PA 8/10/2018 - Atlanta, GA 8/11/2018 - Atlanta, GA 8/14/2018 - Tampa, FL 8/18/2018 - Miami Gardens, FL 8/25/2018 - Nashville, TN 8/28/2018 - Detroit, MI 8/31/2018 - Minneapolis, MN 9/1/2018 - Minneapolis, MN 9/8/2018 - Kansas City, MI 9/15/2018 - Indianapolis, IN 9/18/2018 - St. Louis, MI 9/22/2018 - New Orleans, LA 9/29/2018 - Houston, TX 10/5/2018 - Arlington, TX 10/6/2018 - Arlington, TX Oceania10/19/2018 - Perth, Australia 10/26/2018 - Melbourne, Australia 11/2/2018 - Sydney, Australia 11/6/2018 - Brisbane, Australia 11/9/2018 - Auckland, NZ Asia11/20/2018 - Tokyo, Japan 11/21/2018 - Tokyo, Japan"
164,Taylor Swift  by Concert Genius,Long Live/New Year Day ,"[Verse 1: Long Live] I said remember this moment, in the back of my mind The time we stood with our shaking hands The crowds in the stands went wild We were the Kings and the Queens And they read off our names The night you danced like you knew our lives Would never be the same You held your head like a hero On a history book page It was the end of a decade But the start of an age [Chorus: Long Live] Long live the walls we crashed through All the kingdom lights shined just for me and you I was screaming long live all the magic we made And bring on all the pretenders One day, we will be remembered Long live all the mountains we moved I had the time of my life fighting dragons with you I was screaming long live that look on your face And bring on all the pretenders One day, we will be remembered [Bridge: Long Live] Hold on to spinning around Confetti falls to the ground May these memories break our fall And hold on... To spinning around... Confetti... Falls to the ground... [Verse 1: New Year's Day] There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me from the night before, but [Chorus: New Year's Day] Don't read the last page But I stay when you're lost, and I'm scared And you're turning away I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Verse 2: New Year's Day] You squeeze my hand three times in the back of the taxi I can tell that it's gonna be a long road I'll be there if you're the toast of the town, babe Or if you strike out and you're crawling home [Chorus: New Year's Day] Don't read the last page But I stay when it's hard, or it's wrong Or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Post-Chorus: New Year's Day] Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you [Bridge: New Year's Day] Please don't ever become a stranger Whose laugh I could recognize anywhere Please don't ever become a stranger Whose laugh I could recognize anywhere [Verse 3: New Year's Day] There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me forevermore [Chorus: New Year's Day] Don't read the last page But I stay when you're lost, and I'm scared And you're turning away I want your midnights But I'll be cleaning up bottles with you on New Year's Day [Post-Chorus: New Year's Day] Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you [Transition: Long Live] And Long live (Please don't ever become a stranger) The walls we crashed through (Whose laugh I could recognize anywhere) I had the time of my life (Please don't ever become a stranger) With you (Whose laugh I could recognize anywhere) [Outro: Long Live] And Long live The walls we crashed through I had the time of my life With you"
165,Taylor Swift  by Concert Genius,Red Tour Costumes ,"""State Of Grace"" / ""Holy Ground"" / ""Red"" ""You Belong With Me"" ""The Lucky One"" ""Mean"" / ""Stay Stay Stay/Ho Hey"" ""22"" / ""Starlight"" / ""Everything Has Changed"" / ""Begin Again"" / ""Sparks Fly"" ""I Knew You Were Trouble"" ""All Too Well"" ""Love Story"" ""Treacherous"" ""We Are Never Ever Getting Back Together"""
166,Taylor Swift  by Concert Genius,Red Tour Setlist ,"Act 1 1. ""State Of Grace"" 2. ""Holy Ground"" 3. ""Red"" 4. ""You Belong With Me"" Act 2 5. ""The Lucky One"" 6. ""Mean"" 7. ""Stay Stay Stay / Ho Hey"" Act 3 8. ""22"" 9. ""I Almost Do"" 10. ""Everything Has Changed"" 11. ""Begin Again"" 12. ""Sparks Fly"" Act 4 13. ""I Knew You Were Trouble"" 14. ""All Too Well"" Act 5 15. ""Love Story"" 16. ""Treacherous"" Encore 17. ""We Are Never Ever Getting Back Together"""
167,Taylor Swift  by Concert Genius,Reputation Tour Book Intro ,"Here's to the tour that taught me that your real friends really don't care about the ""he said/she said."" Here's to the moments when we've forgotten all about the things that scare us, the things we're insecure about, and in spite of them, we jumped around together under flashing lights, fireworks, and confetti. To the times I learned, by watching you sing along to every song, that my greatest triumph in life has been finding the ones who like me for me. And that even in your worst times, they can see the best in you. Here's to the musical family I get to share the stage with and all the things they've sacrificed in their lives to be able to sing, play, and dance as well as they do. Here's to our extraordinary crew and the days they spend away from the ones they love so that we can stand under the lights and play for you. Here's to the people who work at these stadiums and help clean up the glitter on the floor after the party. Here's to getting smarter and harder in the nick of time, but still remaining delicate enough to care deeply for the ones you can trust, and brave enough to stay when it's hard or it's wrong or we're making mistakes. Here's to life teaching us lessons, and us learning, growing, dancing, and changing together. Everything I've learned about a ""reputation"" and how little it really means when defined by those who do not know you, I've learned from the fans whose spirits lit up these stadiums. Thanks to you, I'm doing better than I ever was. Love, Taylor"
168,Taylor Swift  by Concert Genius,Reputation Tour Costumes ,"...Ready For It?I Did Something Bad, Gorgeous, Style, Love Story/You Belong With MeLook What You Made Me Do, End GameKing of My HeartDelicate, Shake It OffDancing With Our Hands Tied/So It Goes..., Surprise SongBlank SpaceDressBad Blood/Should've Said NoDon't Blame Me, Long Live/New Year's DayGetaway CarWe Are Never Ever Getting Back Together/This Is Why We Can't Have Nice Things"
169,Taylor Swift  by Concert Genius,Reputation Tour Setlist ,"1. ...Ready For It? 2. I Did Something Bad [Extended Intro & Bridge] 3. Gorgeous Special Guest (if applicable) 4. Style 5. Love Story/You Belong With Me 6. Look What You Made Me Do 7. End Game [Solo Version] 8. King of My Heart 9. Delicate 10. Shake It Off 11. Dancing With Our Hands Tied/So It Goes... [Acoustic] 12. Surprise Song [Acoustic] 13. Blank Space 14. Dress 15. Bad Blood/Should've Said No Special Guest (if applicable) 16. Don't Blame Me 17. Long Live/New Year's Day [Piano] Special Guest (if applicable) Interlude: ""Why She Disappeared"" [Spoken] 18. Getaway Car 19. Call It What You Want 20. We Are Never Ever Getting Back Together/This Is Why We Can't Have Nice Things"
170,Taylor Swift  by Concert Genius,Reputation Tour Special Guests ,"May 18th, 2018 - Shawn Mendes, ""There's Nothing Holdin' Me Back"" May 19th, 2018 - Troye Sivan, ""My My My!"" May 19th, 2018 - Selena Gomez, ""Hands To Myself"" June 22nd, 2018 - Niall Horan, ""Slow Hands"" June 23rd, 2018 - Robbie Williams, ""Angels"" July 26th, 2018 - Hayley Kiyoko, ""Curious"" August 5th, 2018 - Bryan Adams, “Summer of ‘69” August 25th, 2018 - Tim McGraw and Faith Hill, ""Tim McGraw"" October 5th, 2018 - Maren Morris, ""The Middle"" October 6th, 2018 - Sugarland, ""Babe"""
171,Taylor Swift  by Concert Genius,Speak Now Tour Costumes ,"""Sparks Fly"" / ""Mine"" / ""The Story Of Us"" ""Our Song"" / ""Mean"" ""Back To December"" ""Better Than Revenge"" ""Speak Now"" / ""Fearless"" / ""Last Kiss"" / ""You Belong With Me"" / ""Dear John""  ""Enchanted"" ""Haunted"" ""Long Live"" ""Fifteen"" / ""Love Story"""
172,Taylor Swift  by Concert Genius,Speak Now Tour Setlist ,"1. ""Sparks Fly"" 2. ""Mine"" 3. ""The Story of Us"" 4. ""Our Song"" 5. ""Mean"" 6. ""Back to December / Apologize / You're Not Sorry"" 7. ""Better Than Revenge"" 8. ""Speak Now"" 9. ""Fearless / Hey Soul Sister / I'm Yours"" 10. ""Last Kiss"" 11. ""You Belong with Me"" 12. ""Dear John"" 13. ""Enchanted"" 14. ""Haunted"" 15. ""Long Live"" ENCORE: 16. ""Fifteen"" 17. ""Love Story"""
173,Taylor Swift  by Concert Genius,Stay Stay Stay / Ho Hey ,"[Stay Stay Stay] I'm pretty sure we almost broke up last night I threw my phone across the room, at you I was expecting some dramatic turn-away But you stayed This morning I said we should talk about it 'Cause I've read you should never leave a fight unresolved That's when you came in wearing a football helmet And said ""okay, let's talk"" And I said Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad So I think that it's best if we both stay Before you I'd only dated self-indulgent takers Who took all of their problems out on me But you carry my groceries and now I'm always laughing And I love you because you have given me no choice but to Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad So I think that it's best if we both stay Stay, stay, stay You took the time to memorize me My fears, my hopes, and dreams I just like hanging out with you all the time All those times that you didn't leave It's been occurring to me I'd like to hang out with you for my whole life [Ho Hey] Ho, hey, ho, hey So show your family All the blood that I would bleed I don't know where I belong I don't know where I went wrong But I can write a song I belong with you You belong with me You're my sweetheart  I belong with you You belong with me You're my sweetheart I belong with you You belong with me You're my sweetheart I belong with you  You belong with me  So please, please [Stay Stay Stay] Stay, stay, stay I'll be loving you for quite some time No one else is gonna love me when I get mad, mad, mad So I think that it's best if we both stay, stay, stay, stay Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad So I think that it's best if we both stay, stay, stay, stay, stay, stay Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad So I think that it's best if we both stay"
174,Taylor Swift  by Concert Genius,Style / Love Story / You Belong With Me ,"[Chorus] You got that James Dean daydream look in your eye And I got that red lip, classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style You've got that long hair slick back, white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style [Verse 1] Midnight, you come and pick me up, no headlights Long drive, could end in burning flames or paradise Fade into view, oh It's been a while since I have even heard from you (Heard from you) And I should just tell you to leave 'cause I Know exactly where it leads but I Watch it go round and round each time [Chorus] You got that James Dean daydream look in your eye And I got that red lip, classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style You've got that long hair slick back, white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style Let me hear you please make some noise for my band [Verse 2] We were both young when I first saw you I close my eyes and the flashback starts I'm standing there on a balcony in summer air See the lights, see the party, the ball gowns See you make your way through the crowd And say hello Little did I know That you were Romeo, you were throwing pebbles And my daddy said, ""Stay away from Juliet"" And I was crying on the staircase Begging you, please, don't go Give it up for my guitarist LA! [Chorus] ""Romeo, take me somewhere we can be alone I'll be waiting, all that's left to do is run You'll be the prince and I'll be the princess It's a love story, baby just say yes [Bridge] Oh, oh I got tired of waiting Wondering if you were ever coming around My faith in you was fading When I met you on the outskirts of town And I said ""Romeo save me, I've been feeling so alone I keep waiting for you but you never come Is this in my head? I don't know what to think"" He knelt to the ground and pulled out a ring and said [Chorus] ""Marry me, Juliet, you'll never have to be alone I love you and that's all I really know I talked to your dad, go pick out a white dress It's a love story, baby just say yes"" [Bridge] Oh, I remember you drivin' to my house in the middle of the night I'm the one who makes you laugh When you know you're about to cry And I know your favorite songs And you tell me about your dreams I think I know where you belong I think I know it's with me Can't you see that I'm the one who understands you Been here all along so why can't you see You belong with me [Chorus] Standing by and waiting at your back door All this time How could you not know Baby you belong with me You belong with me You belong with me Have you ever thought just maybe You belong with me You belong with me"
175,Taylor Swift  by Concert Genius,Taylor Swift Reputation (Reputation Tour Intro) ,"Taylor Swift Taylor Swift Taylor Swift Taylor Swift has declined to address that rumor- Global superstar Taylor Swift (""and the winner is..."") This is the first time photographers have caught T-Swift on film in six weeks Taylor Swift Taylor Swift Grammys' youngest ever winner of Album of the Year, Fearless Is there Bad Blood? Taylor Swift is responsible for me being suspended Taylor Swift is in hot water again Taylor Swift is on top of the world, but has she done some sketchy things to get there? Thirteen celebs who have issues with Taylor Swift I felt like she was a little angry Number thirteen There she is leaving a restaurant She holds too many grudges Why did Taylor Swift- You can see her feet at the very bottom, and can see her making her way into the car I can understand trying to keep your relationship to yourself at the beginning, or needing to take some time to work on your craft But come on! And Taylor, voluntarily bringing attention to herself of her donations What Swift did is not enough Yeah, okay Tay, Whatever you say I, I hate to say this, but I think Taylor Swift is learning a few lessons in life All this drama is exhausting Taylor Swift should focus on making the rest of reputation Reputation What it is- Reputation Taylor Swifts new romance is heating up Reputation And what has happened to the squad Reputation But at the same time, I think both- Reputation Taylor Swift takes the stand in court today Taylor Swifts reputation Reputation Reputation So instead we'll talk about Taylor Swifts reputation Reputation Reputation So instead we'll talk about Taylor Swifts reputation Reputation Taylor Swifts reputation So instead we'll talk about Taylor Swifts reputation Reputation"
176,Taylor Swift  by Concert Genius,Taylor Swift Tour Guide  (Ft. Concert Genius),"Fearless Tour - Fearless Tour Setlist - Fearless Tour Costumes - ""You're Not Sorry/What Goes Around.../...Comes Around"" Speak Now Tour - Speak Now Tour Setlist - Speak Now Tour Costumes - ""Back To December/Apologize/You're Not Sorry"" - ""Drops Of Jupiter (Cover)"" - ""Bette Davis Eyes (Cover)"" Red Tour - Red Tour Setlist - Red Tour Costumes - ""Stay Stay Stay/Ho Hey"" 1989 Tour - 1989 Tour Setlist - 1989 Tour Special Guests - ""Wildest Dreams/Enchanted"" Formula One Grand Prix - Formula One Setlist"
177,Taylor Swift  by Concert Genius,The 1989 World Tour - Special Guests ,"15 May 2015, Las Vegas Ed Sheeran - Tenerife Sea 30 May 2015, Detroit Imagine Dragons - Radioactive Martha Hunt and Gigi Hadid 6 June 2015, Pittsburgh Little Big Town - Pontoon 12 June 2015, Philadelphia Echosmith - Cool Kids Mariska Hargitay and Cara Delevingne 13 June 2015, Philadelphia Rachel Platten - Fight Song Mariska Hargitay 27 June 2015, London (Hyde Park) Martha Hunt, Kendall Jenner, Serena Williams, Karlie Kloss, Gigi Hadid and Cara Delevingne 10 July 2015, East Rutherford The Weeknd - Can't Feel My Face Heidi Klum and the United States women's national soccer team Hailee Steinfeld, Lily Aldridge, Gigi Hadid and Lena Dunham 11 July 2015, East Rutherford Nick Jonas - Jealous Candice Swanepoel, Lily Aldridge, Martha Hunt, Uzo Aduba, Karlie Kloss, Behati Prinsloo and Gigi Hadid 13 July 2015, Washington D.C. Lorde - Royals 14 July 2015, Washington D.C. Jason Derulo - Want To Want Me 18 July 2015, Chicago Andy Grammer - Honey, I'm Good Serayah - Style 19 July 2015, Chicago Sam Hunt - Take Your Time Andreja Pejic and Lily Donaldson 24 July 2015, Foxborough Walk The Moon - Shut Up and Dance 25 July 2015, Foxborough MKTO - Classic 1 August 2015, Vancouver Nico & Vinz - Am I Wrong 8 August 2015, Seattle Fetty Wap - Trap Queen Russell Wilson and Ciara 14 August 2015, Santa Clara Fifth Harmony - Worth It 15 August 2015, Santa Clara Little Mix - Black Magic Julia Roberts and Joan Baez 21 August 2015, Los Angeles Ryan Tedder of OneRepublic - Counting Stars Kobe Bryant presenting Swift with a banner hung on the Staples Center rafters in honor of Swift's 16 sold out shows, the most of any recording artist at the arena 22 August 2015, Los Angeles Mary J. Blige - Doubt and Family Affair Uzo Aduba - White Horse Matt LeBlanc, Chris Rock and Sean O'Pry 24 August 2015, Los Angeles Natalie Maines - Goodbye Earl Ellen DeGeneres Alanis Morrisette - You Oughta Know 25 August 2015, Los Angeles Beck and St. Vincent - Dreams John Legend - All Of Me 26 August 2015, Los Angeles Selena Gomez - Good For You Lisa Kudrow - Smelly Cat Justin Timberlake - Mirrors 29 August 2015, San Diego OMI - Cheerleader Avril Lavigne - Complicated 9 September 2015, Houston Wiz Khalifa - See You Again 16 September 2015, Indianapolis The Band Perry - If I Die Young 18 September 2015, Columbus Sydney Sierota from Echosmith - Cool Kids 21 September 2015, Kansas City Dierks Bentley - Every Mile A Memory 25 September 2015, Nashville Kelsea Ballerini - Love Me Like You Mean It Steven Tyler from Aerosmith - I Don't Want To Miss A Thing Alison Krauss - When You Say Nothing At All 26 September 2015, Nashville Leona Lewis - Bleeding Love Mick Jagger from The Rolling Stones - (I Can't Get No) Satisfaction 29 September 2015, St. Louis Nelly - The Fix and Hot In Herre (ft. Haim) 2 October 2015, Toronto Keith Urban - John Cougar, John Deere, John 3:16 and Somebody Like You 3 October 2015, Toronto Charli XCX - Boom Clap 17 October 2015, Arlington Ellie Goulding - Love Me Like You Do 21 October 2015, Greensboro Miranda Lambert - Little Red Wagon 24 October 2015, Atlanta Tove Lo - Talking Body 27 October 2015, Miami Pitbull - Give Me Everything Ricky Martin - Livin' La Vida Loca 31 October 2015, Tampa Alessia Cara - Here Idina Menzel - Let It Go"
