track_name,album,era,lyrics,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode,clean_lyrics,neg,neu,pos,compound
Blank Space,1989 (Deluxe),1989,"Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there and I thought
""Oh, my God, look at that face
You look like my next mistake
Love's a game, wanna play?"" Ayy
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So, hey, let's be friends
I'm dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend
So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the king, baby, I'm your queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come, oh, no
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessing, like
""Oh, my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream
So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless (Oh)
We'll take this way too far
It'll leave you breathless (Oh-oh), mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane (Insane)
But I've got a blank space, baby
And I'll write your name
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over (Over), mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane (I'm insane)
'Cause you know I love the players
And you love the game (And you love the game)
'Cause we're young and we're reckless (Yeah)
We'll take this way too far (Ooh)
It'll leave you breathless, mm
Or with a nasty scar (With a nasty scar)
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",0.753,0.678,-5.421,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827.0,5.0,1.0,nice meet could show incredible thing magic madness heaven sin saw thought god look face look like next mistake love game wanna play ayy new money suit tie read like magazine aint funny rumor fly know heard hey let friend im dying see one end grab passport hand make bad guy good weekend gonna forever gonna go flame tell mm high worth pain got long list exlovers theyll tell im insane cause know love player love game cause young reckless well take way far itll leave breathless mm nasty scar got long list exlovers theyll tell im insane ive got blank space baby ill write name cherry lip crystal sky could show incredible thing stolen kiss pretty lie youre king baby im queen find want girl month wait worst yet come screaming cry perfect storm make table turn rose garden filled thorn keep second guessing like god get drunk jealousy youll come back time leave cause darling im nightmare dressed like daydream gonna forever gonna go flame tell mm high worth pain got long list exlovers theyll tell im insane cause know love player love game cause young reckless well take way far itll leave breathless ohoh mm nasty scar got long list exlovers theyll tell im insane insane ive got blank space baby ill write name boy want love torture dont say didnt say didnt warn ya boy want love torture dont say didnt say didnt warn ya gonna forever gonna go flame tell mm high worth pain got long list exlovers theyll tell im insane im insane cause know love player love game love game cause young reckless well take way far itll leave breathless mm nasty scar nasty scar got long list exlovers theyll tell im insane ive got blank space baby ill write name,0.181,0.662,0.158,-0.889
I Think He Knows,Lover,Lover,"I think he knows
His footprints on the sidewalk
Lead to where I can't stop
Go there every night
I think he knows
His hands around a cold glass
Make me wanna know that
Body like it's mine
He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
It's like I'm 17, nobody understands
No one understands
He got my heartbeat
Skipping down 16th Avenue
Got that, ah, I mean
Wanna see what's under that attitude like
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows
I think he knows
When we get all alone
I'll make myself at home
And he'll want me to stay
I think he knows
He'd better lock it down
Or I won't stick around
'Cause good ones never wait (Ha)
He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
He's so obsessed with me and, boy, I understand
Boy, I understand
He got my heartbeat (Heartbeat)
Skipping down 16th Avenue
Got that, ah, I mean (I mean)
Wanna see what's under that attitude like
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows
I want you, bless my
I want you, bless my
I want you, bless my
I want you, bless my soul
Lyrical smile, indigo eyes, hand on my thigh
We could follow the sparks, I'll drive
Lyrical smile, indigo eyes, hand on my thigh
We could follow the sparks, I'll drive
""So where we gonna go?""
I whisper in the dark
""Where we gonna go?""
I think he knows
He got my heartbeat (Heartbeat)
Skipping down 16th Avenue (Baby)
Got that, ah, I mean (I mean)
Wanna see what's under that attitude like (Yeah)
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows
I want you, bless my
I want you, bless my
I want you, bless my (Oh, baby)
I want you, bless my soul (He got my heartbeat)
I want you, bless my (Skipping down 16th Avenue, baby)
I want you, bless my
I want you, bless my soul
And I ain't gotta tell him, I think he knows",0.897,0.366,-8.029,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387.0,0.0,1.0,think know footprint sidewalk lead cant stop go every night think know hand around cold glass make wanna know body like mine got boyish look like man architect im drawing plan like im 17 nobody understands one understands got heartbeat skipping 16th avenue got mean wanna see whats attitude like want bless soul aint gotta tell think know think know think know get alone ill make home hell want stay think know hed better lock wont stick around cause good one never wait ha got boyish look like man architect im drawing plan he obsessed boy understand boy understand got heartbeat heartbeat skipping 16th avenue got mean mean wanna see whats attitude like want bless soul aint gotta tell think know think know want bless want bless want bless want bless soul lyrical smile indigo eye hand thigh could follow spark ill drive lyrical smile indigo eye hand thigh could follow spark ill drive gonna go whisper dark gonna go think know got heartbeat heartbeat skipping 16th avenue baby got mean mean wanna see whats attitude like want bless soul aint gotta tell think know think know want bless want bless want bless baby want bless soul got heartbeat want bless skipping 16th avenue baby want bless want bless soul aint gotta tell think know,0.016,0.748,0.236,0.9969
Wildest Dreams,1989 (Deluxe),1989,"He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha",0.554,0.666,-7.414,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440.0,8.0,1.0,said let get town drive city away crowd thought heaven cant help nothing last forever gonna take he tall handsome hell he bad well see end begin one condition say youll remember standin nice dress starin sunset babe red lip rosy cheek say youll see even wildest dream ha wildest dream ha said one know hand hair clothes room voice familiar sound nothin last forever gettin good he tall handsome hell he bad well weve last kiss last request say youll remember standin nice dress starin sunset babe red lip rosy cheek say youll see even wildest dream ha wildest dream ha youll see hindsight tangled night burnin someday leave bet memory follow around youll see hindsight tangled night burnin burnin someday leave bet memory follow follow around follow around say youll remember standing nice dress starin sunset babe red lip rosy cheek say youll see even pretend say youll remember standin nice dress starin sunset babe red lip rosy cheek say youll see even pretend pretend wildest dream ha wildest dream ha even wildest dream ha wildest dream ha,0.076,0.707,0.217,0.9962
Call It What You Want,reputation,Reputation,"My castle crumbled overnight
I brought a knife to a gunfight
They took the crown, but it's alright
All the liars are calling me one
Nobody's heard from me for months
I'm doin' better than I ever was
'Cause
My baby's fit like a daydream
Walkin' with his head down
I'm the one he's walking to
So call it what you want, yeah
Call it what you want to
My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new
So call it what you want, yeah
Call it what you want to
All my flowers grew back as thorns
Windows boarded up after the storm
He built a fire just to keep me warm
All the drama queens taking swings
All the jokers dressing up as kings
They fade to nothing when I look at him
And I know I make the same mistakes every time
Bridges burn, I never learn
At least I did one thing right
I did one thing right
I'm laughing with my lover, makin' forts under covers
Trust him like a brother
Yeah, you know I did one thing right
Starry eyes sparkin' up my darkest night
My baby's fit like a daydream
Walkin' with his head down
I'm the one he's walking to
So call it what you want, yeah
Call it what you want to
My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new
(Call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to
I want to wear his initial on a chain 'round my neck
Chain 'round my neck
Not because he owns me
But 'cause he really knows me
Which is more than they can say, I
I recall late November
Holding my breath, slowly, I said
""You don't need to save me
But would you run away with me?""
Yes (Would you run away?)
My baby's fit like a daydream
Walkin' with his head down
I'm the one he's walking to
(Call it what you want, call it what you want, call it)
So call it what you want, yeah (Call it what you want it to)
Call it what you want to
My baby's fly like a jet stream (Oh)
High above the whole scene
Loves me like I'm brand new
(Call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to
(Call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
Call it what you want, yeah
Call it what you want to",0.598,0.504,-9.874,0.0731,0.186,0.000221,0.34,0.252,163.954,203507.0,9.0,1.0,castle crumbled overnight brought knife gunfight took crown alright liar calling one nobody heard month im doin better ever cause baby fit like daydream walkin head im one he walking call want call want baby fly like jet stream high whole scene love like im brand new call want call want flower grew back thorn window boarded storm built fire keep warm drama queen taking swing joker dressing king fade nothing look know make mistake every time burn never learn least one thing right one thing right im laughing lover makin fort cover trust like brother know one thing right starry eye sparkin darkest night baby fit like daydream walkin head im one he walking call want call want baby fly like jet stream high whole scene love like im brand new call want call want call call want call want want wear initial chain round neck chain round neck owns cause really know say recall late november holding breath slowly said dont need save would run away yes would run away baby fit like daydream walkin head im one he walking call want call want call call want call want call want baby fly like jet stream high whole scene love like im brand new call want call want call call want call want call want call call want call want call call want call want call call want call want call call want call want call call want call want call call want call want call call want call want,0.031,0.707,0.262,0.9988
Hits Different,Midnights,Midnights,bejeweled bejeweled anti-hero anti-hero midnight haze bejeweled midnight haze midnight you the the love I we love and I love we love and love the we the the love the,0.5890084033613445,0.5770840336134454,-7.364197478991597,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,237852.5924369748,4.676470588235294,0.9159663865546218,bejeweled bejeweled antihero antihero midnight haze bejeweled midnight haze midnight love love love love love love,0.0,0.466,0.534,0.9803
Gorgeous,reputation,Reputation,"Gorgeous
You should take it as a compliment
That I got drunk and made fun of the way you talk
You should think about the consequence
Of your magnetic field bein' a little too strong
And I got a boyfriend, he's older than us
He's in the club doin' I don't know what
You're so cool, it makes me hate you so much (I hate you so much)
Whisky on ice, Sunset and Vine
You've ruined my life by not bein' mine
You're so gorgeous
I can't say anything to your face
'Cause look at your face (
Gorgeous
)
And I'm so furious
At you for makin' me feel this way
But what can I say? You're gorgeous
You should take it as a compliment
That I'm talkin' to everyone here but you (But you, but you)
And you should think about the consequence
Of you touchin' my hand in a darkened room (Dark room, dark room)
If you've got a girlfriend, I'm jealous of her
But if you're single, that's honestly worse
'Cause you're so gorgeous it actually hurts (Honey, it hurts)
Ocean blue eyes lookin' in mine
I feel like I might sink and drown and die
You're so gorgeous
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; 
Gorgeous
)
And I'm so furious
At you for makin' me feel this way (Feel this way)
But what can I say? You're gorgeous
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
Guess I'll just stumble on home to my cats (Ugh) alone
Unless you wanna come along (Oh)
You're so gorgeous (Gorgeous)
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; 
Gorgeous
)
And I'm so furious (I'm so furious)
At you for making me feel this way (Feel this way)
But what can I say? (I say) You're gorgeous
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous
You make me so happy it turns back to sad (Turns back to sad)
There's nothin' I hate more than what I can't have (What I can't have)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous",0.8,0.535,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680.0,7.0,1.0,gorgeous take compliment got drunk made fun way talk think consequence magnetic field bein little strong got boyfriend he older u he club doin dont know youre cool make hate much hate much whisky ice sunset vine youve ruined life bein mine youre gorgeous cant say anything face cause look face gorgeous im furious makin feel way say youre gorgeous take compliment im talkin everyone think consequence touchin hand darkened room dark room dark room youve got girlfriend im jealous youre single thats honestly worse cause youre gorgeous actually hurt honey hurt ocean blue eye lookin mine feel like might sink drown die youre gorgeous cant say anything face face cause look face look face gorgeous im furious makin feel way feel way say youre gorgeous make happy turn back sad there nothin hate cant gorgeous make mad mm make happy turn back sad there nothin hate cant guess ill stumble home cat ugh alone unless wanna come along youre gorgeous gorgeous cant say anything face face cause look face look face gorgeous im furious im furious making feel way feel way say say youre gorgeous make happy turn back sad there nothin hate cant gorgeous make mad mm youre gorgeous make happy turn back sad turn back sad there nothin hate cant cant gorgeous make mad mm youre gorgeous,0.169,0.588,0.243,0.9956
the last great american dynasty,folklore,Folklore,"Rebekah rode up on the afternoon train, it was sunny
Her saltbox house on the coast took her mind off St. Louis
Bill was the heir to the Standard Oil name and money
And the town said, ""How did a middle-class divorcée do it?""
The wedding was charming, if a little gauche
There's only so far new money goes
They picked out a home and called it ""Holiday House""
Their parties were tasteful, if a little loud
The doctor had told him to settle down
It must have been her fault his heart gave out
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the maddest woman this town has ever seen
She had a marvelous time ruining everything""
Rebekah gave up on the Rhode Island set forever
Flew in all her Bitch Pack friends from the city
Filled the pool with champagne and swam with the big names
And blew through the money on the boys and the ballet
And losing on card game bets with Dalí
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the most shameless woman this town has ever seen
She had a marvelous time ruining everything""
They say she was seen on occasion
Pacing the rocks, staring out at the midnight sea
And in a feud with her neighbor
She stole his dog and dyed it key lime green
Fifty years is a long time
Holiday House sat quietly on that beach
Free of women with madness, their men and bad habits
And then it was bought by me
Who knows, if I never showed up, what could've been
There goes the loudest woman this town has ever seen
I had a marvelous time ruining everything
I had a marvelous time ruining everything
A marvelous time ruining everything
A marvelous time
I had a marvelous time",0.686,0.662,-8.505,0.0413,0.467,0.0023,0.109,0.706,147.922,230999.0,7.0,1.0,rebekah rode afternoon train sunny saltbox house coast took mind st louis bill heir standard oil name money town said middleclass divorcée wedding charming little gauche there far new money go picked home called holiday house party tasteful little loud doctor told settle must fault heart gave said go last great american dynasty know never showed couldve go maddest woman town ever seen marvelous time ruining everything rebekah gave rhode island set forever flew bitch pack friend city filled pool champagne swam big name blew money boy ballet losing card game bet dalí said go last great american dynasty know never showed couldve go shameless woman town ever seen marvelous time ruining everything say seen occasion pacing rock staring midnight sea feud neighbor stole dog dyed key lime green fifty year long time holiday house sat quietly beach free woman madness men bad habit bought know never showed couldve go loudest woman town ever seen marvelous time ruining everything marvelous time ruining everything marvelous time ruining everything marvelous time marvelous time,0.092,0.752,0.157,0.9825
epiphany,folklore,Folklore,"Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen",0.354,0.267,-13.69,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749.0,1.0,1.0,keep helmet keep life son flesh wound here rifle crawling beach sir think he bleeding thing cant speak serve fall watch breathe watch breathing something med school cover someone daughter someone mother hold hand plastic doc think shes crashing thing cant speak twenty minute sleep dream epiphany one single glimpse relief make sense youve seen serve fall watch breathe watch breathing serve serve fall watch breathe watch breathe watch breathing twenty minute sleep dream epiphany one single glimpse relief make sense youve seen,0.0,0.916,0.084,0.9371
So It Goes...,reputation,Reputation,"See you in the dark
All eyes on you, my magician
All eyes on us
You make everyone disappear and
Cut me into pieces
Gold cage, hostage to my feelings
Back against the wall
Trippin', trip-trippin' when you're gone
'Cause we break down a little
But when you get me alone, it's so simple
'Cause, baby, I know what you know
We can feel it
And all the pieces fall right into place
Gettin' caught up in a moment, lipstick on your face
So it goes
I'm yours to keep and I'm yours to lose
You know I'm not a bad girl, but I do bad things with you
So it goes
Met you in a bar
All eyes on me, your illusionist
All eyes on us
I make all your gray days clear and
Wear you like a necklace
I'm so chill, but you make me jealous
But I got your heart
Skippin', skip-skippin' when I'm gone
'Cause we break down a little
But when I get you alone, it's so simple
'Cause, baby, I know what you know
We can feel it
And all the pieces fall right into place
Gettin' caught up in a moment, lipstick on your face
So it goes
I'm yours to keep and I'm yours to lose
You know I'm not a bad girl, but I do bad things with you
So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
You did a number on me
But, honestly, baby, who's countin'?
I did a number on you
But, honestly, baby, who's countin'?
You did a number on me
But, honestly, baby, who's countin'?
Who's countin'? (One, two, three)
And all the pieces fall (Pieces fall) right into place
Gettin' caught up in a moment (Caught up, caught up), lipstick on your face
So it goes
I'm yours to keep (Oh) and I'm yours to lose (Baby)
You know I'm not a bad girl, but I (I do) do bad things with you
So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes",0.574,0.61,-7.283,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907.0,2.0,1.0,see dark eye magician eye u make everyone disappear cut piece gold cage hostage feeling back wall trippin triptrippin youre gone cause break little get alone simple cause baby know know feel piece fall right place gettin caught moment lipstick face go im keep im lose know im bad girl bad thing go met bar eye illusionist eye u make gray day clear wear like necklace im chill make jealous got heart skippin skipskippin im gone cause break little get alone simple cause baby know know feel piece fall right place gettin caught moment lipstick face go im keep im lose know im bad girl bad thing go come dressed black go scratch back go number honestly baby who countin number honestly baby who countin number honestly baby who countin who countin one two three piece fall piece fall right place gettin caught moment caught caught lipstick face go im keep im lose baby know im bad girl bad thing go come dressed black go scratch back go come dressed black go scratch back go,0.055,0.833,0.113,0.9775
betty,folklore,Folklore,"Betty, I won't make assumptions
About why you switched your homeroom, but
I think it's 'cause of me
Betty, one time, I was riding on my skateboard
When I passed your house
It's like I couldn't breathe
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time, it was true
The worst thing that I ever did
Was what I did to you
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you
Betty, I know where it all went wrong
Your favorite song was playing
From the far side of the gym
I was nowhere to be found
I hate the crowds, you know that
Plus, I saw you dance with him
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time, it was true
The worst thing that I ever did
Was what I did to you
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you
I was walking home on broken cobblestones
Just thinking of you when she pulled up like
A figment of my worst intentions
She said, ""James, get in, let's drive""
Those days turned into nights
Slept next to her, but
I dreamt of you all summer long
Betty, I'm here on your doorstep
And I planned it out for weeks now
But it's finally sinkin' in
Betty, right now is the last time
I can dream about what happens when
You see my face again
The only thing I wanna do
Is make it up to you
So I showed up at your party
Yeah, I showed up at your party
Yeah, I showed up at your party
Will you have me? Will you love me?
Will you kiss me on the porch
In front of all your stupid friends?
If you kiss me, will it be just like I dreamed it?
Will it patch your broken wings?
I'm only seventeen, I don't know anything
But I know I miss you
Standing in your cardigan
Kissin' in my car again
Stopped at a streetlight
You know I miss you",0.593,0.377,-8.761,0.0253,0.6,0.0,0.0976,0.502,95.939,294521.0,0.0,1.0,betty wont make assumption switched homeroom think cause betty one time riding skateboard passed house like couldnt breathe heard rumor inez cant believe word say time time true worst thing ever showed party would would want would tell go fuck lead garden garden would trust told summer thing im seventeen dont know anything know miss betty know went wrong favorite song playing far side gym nowhere found hate crowd know plus saw dance heard rumor inez cant believe word say time time true worst thing ever showed party would would want would tell go fuck lead garden garden would trust told summer thing im seventeen dont know anything know miss walking home broken cobblestone thinking pulled like figment worst intention said james get let drive day turned night slept next dreamt summer long betty im doorstep planned week finally sinkin betty right last time dream happens see face thing wanna make showed party showed party showed party love kiss porch front stupid friend kiss like dreamed patch broken wing im seventeen dont know anything know miss standing cardigan kissin car stopped streetlight know miss,0.114,0.731,0.155,0.9572
Afterglow,Lover,Lover,"I blew things out of proportion, now you're blue
Put you in jail for something you didn’t do
I pinned your hands behind your back, oh
Thought I had reason to attack, but no
Fighting with a true love is boxing with no gloves
Chemistry 'til it blows up, 'til there’s no us
Why'd I have to break what I love so much?
It's on your face, and I'm to blame, I need to say
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don’t wanna do this to you (Ooh)
I don’t wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it’s all me, just don't go
Meet me in the afterglow
It's so excruciating to see you low
Just wanna lift you up and not let you go
This ultraviolet morning light below
Tells me this love is worth the fight, oh
I lived like an island, punished you with silence
Went off like sirens, just crying
Why'd I have to break what I love so much?
It’s on your face, don't walk away, I need to say
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
I'm sorry that I hurt you
I don't wanna do, I don't wanna do this to you (Ooh)
I don't wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it's all me, just don't go
Meet me in the afterglow
Tell me that you're still mine
Tell me that we'll be just fine
Even when I lose my mind
I need to say
Tell me that it's not my fault
Tell me that I'm all you want
Even when I break your heart
I need to say
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you (Ooh)
I don't wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it's all me, just don't go
Meet me in the afterglow",0.756,0.449,-8.746,0.0344,0.13,0.0,0.114,0.399,111.011,223293.0,9.0,1.0,blew thing proportion youre blue put jail something didnt pinned hand behind back thought reason attack fighting true love boxing glove chemistry til blow til there u whyd break love much face im blame need say hey head im one burned u meant sorry hurt dont wanna dont wanna dont wanna lose dont wanna lose need say hey dont go meet afterglow excruciating see low wanna lift let go ultraviolet morning light tell love worth fight lived like island punished silence went like siren cry whyd break love much face dont walk away need say hey head im one burned u meant im sorry hurt dont wanna dont wanna dont wanna lose dont wanna lose need say hey dont go meet afterglow tell youre still mine tell well fine even lose mind need say tell fault tell im want even break heart need say hey head im one burned u meant sorry hurt dont wanna dont wanna dont wanna lose dont wanna lose need say hey dont go meet afterglow,0.181,0.717,0.103,-0.9884
Maroon,Midnights,Midnights,"When the morning came
We were cleaning incense off your vinyl shelf
'Cause we lost track of time again
Laughing with my feet in your lap
Like you were my closest friend
""How'd we end up on the floor, anyway?"" you say
""Your roommate's cheap-ass screw-top rosé, that's how""
I see you every day now
And I chose you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was
The mark thеy saw on my collarbone
The rust that grew bеtween telephones
The lips I used to call home
So scarlet, it was maroon
When the silence came
We were shaking, blind and hazy
How the hell did we lose sight of us again?
Sobbing with your head in your hands
Ain't that the way shit always ends?
You were standing hollow-eyed in the hallway
Carnations you had thought were roses, that's us
I feel you, no matter what
The rubies that I gave up
And I lost you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was (Maroon)
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was (Maroon)
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet, it was maroon
And I wake with your memory over me
That's a real fucking legacy, legacy (It was maroon)
And I wake with your memory over me
That's a real fucking legacy to leave
The burgundy on my t-shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet, it was maroon
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet, it was maroon
It was maroon
It was maroon",0.637,0.398,-8.294,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271.0,7.0,1.0,morning came cleaning incense vinyl shelf cause lost track time laughing foot lap like closest friend howd end floor anyway say roommate cheapass screwtop rosé thats see every day chose one dancing new york shoe looked sky burgundy tshirt splashed wine blood rushed cheek scarlet mark thеy saw collarbone rust grew bеtween telephone lip used call home scarlet maroon silence came shaking blind hazy hell lose sight u sobbing head hand aint way shit always end standing holloweyed hallway carnation thought rose thats u feel matter ruby gave lost one dancing new york shoe looked sky maroon burgundy tshirt splashed wine blood rushed cheek scarlet maroon mark saw collarbone rust grew telephone lip used call home scarlet maroon wake memory thats real fucking legacy legacy maroon wake memory thats real fucking legacy leave burgundy tshirt splashed wine blood rushed cheek scarlet maroon mark saw collarbone rust grew telephone lip used call home scarlet maroon maroon maroon,0.086,0.886,0.028,-0.959
